"label","Text","id"
"Happy","እሷ በእያንዳንዱ ቅጽበት ዋጋ ትሰጥ ነበር","94"
"Happy","ለደስታ እጅ ሰጠች","95"
"Happy","ክብደቱን ከነፍሴ ላይ","96"
"Happy","የተከበረ የደስታ ስሜት ተሰማው","97"
"Happy","ደስታ በውስጧ ወጣች","98"
"Happy","የእርሱ ደስታ ተጥለቀለቀ","99"
"Happy","ልቤ በደስታ ሊፈርስ ተቃርቧል","100"
"Sad","መዝናናት እና መጫወት እፈልጋለሁ ግን አልችልም","299"
"Sad","ሙዚቃ መማር የትወና እንቅስቃሴዎችን ማድረግ ይናፍቀኛል","300"
"Sad","በጣም አሳፋሪ ነው","301"
"Sad","እራበኝ ግን አንደበቴ በጣም ስለሚጎዳ አሁኑኑ ምንም መብላት አልችልም","302"
"Sad","ከእንግዲህ ትምህርት ቤት የለም አዝናለሁ","303"
"Sad","ትክክለኛ መጥፎ ራስ ምታት አግኝቷል","304"
"Sad","ዛሬ መሥራት አልነበረብኝም","305"
"Sad","ግን ደግሞ ከምወደው የቴሌቪዥን ዘጋቢ ጋር ወደ ሥራ የምገባበት የመጨረሻው ቀን መሆኑ አሳዛኝ ነው","306"
"Sad","የዝምታ ድምፅን ይጠላል","307"
"Sad","ቁጣ እና ሀዘን የእርሱን አስማት እንዲቆጣጠር አደረጉት ","308"
"Sad","ከማብቃቱ ሀዘን ጋር የተካነ","309"
"Sad","በአይኖ in ውስጥ የሀዘን ፍንጭ አገኘ ","310"
"Sad","እዚህ ቁጭ ብዬ የሀዘን እና የተሟላ እርካታን አግኝቻለሁ ","311"
"Sad","ምግብ አስፈሪ ነው ፣ እና ሙዚቃው በጭካኔ ሀዘን ከሞላ ጎደል ፎርም ነው ","312"
"Sad","በሀዘን ስሜት ተሞልቷል ","313"
"Sad","በፀደይ ወቅት ዝናብ እንደ ተሸፈነ የሚረጭ አበባዎች የሀዘን እንባ","314"
"Sad","በትግሉ ላይ የሀዘን እና የቁጭት ስሜቶች ለጥቂት ቀናት እሱን ለማዳከም በቂ ነበሩ ","315"
"Sad","ቁጣ እና ሀዘን የእርሱን አስማት እንዲቆጣጠር አደረጉት ","316"
"Sad","በሁኔታው የተደናገጠው የፌንግ ሹይ ሴት አያት የሃዘኗን ምክንያት አገኘ ","317"
"Sad","ከማብቃቱ ሀዘን ጋር የተካነ","318"
"Sad","ለእኔ መጽሐፉ በሀዘን ስሜት የተሟላ ይመስላል ","319"
"Sad","በዚህ ቤተሰብ ውስጥ የተከሰቱት የዕድል ለውጦች ታሪክ ግን በሐዘን ውስጥ አያበቃም ","320"
"Sad","ሁሉም ሰው አልፎ አልፎ የደስታ እና የሀዘን ስሜት ያጋጥመዋል ","321"
"Sad","ህመምተኛው ለቁጣ እና ለሀዘን ዝቅተኛ ደፍ የሚያደርግ ይመስላል","322"
"Sad","የተንሰራፋውን ህመም እና ሀዘን እጅግ ያውቃሉ","323"
"Sad","አያትን በሞት ማጣት ከሌላው በተለየ ሀዘን ያመጣል ","324"
"Sad","የእሱ ደካማ ፈገግታ ሀዘንን ይይዛል ","325"
"Sad","በምትኩ በአይኖ in ውስጥ ያገኘው ጥልቅ ሀዘን ነበር ","326"
"Sad","ቁጣው በሚያስደንቅ ሀዘን ተተካ ","327"
"Sad","ነጩ አምላክ የሀዘንን ማስታወሻ ሰማ ","328"
"Sad","በአይኖ in ውስጥ የሀዘን ፍንጭ አገኘ ","329"
"Sad","የደስታ ህልሞች ብዙውን ጊዜ በሀዘን ህልሞች ተደምቀዋል ","330"
"Sad","ወደ ሶስት ሺህ ለሚጠጉ ሰዎች ህይወት ጥልቅ ሀዘን ነበር ","331"
"Sad","እዚህ ቁጭ ብዬ የሀዘን እና የተሟላ እርካታን አግኝቻለሁ ","332"
"Sad","ከድርጊቱ ትንሽ ወደ ተለየ ሰው ሚና ሀዘን አንድ አስፈላጊ ነገር አመጣ ","333"
"Sad","ምግብ አስፈሪ ነው  እና ሙዚቃው በጭካኔ ሀዘን ከሞላ ጎደል ፎርም ነው ","334"
"Sad","ብልጭ ድርግም በሚሉ ኃይሎች  በሀዘን መካከል የቅርብ ደግነት","335"
"Sad","ከዛ ፍርሃት ጋር የተደባለቀ ቁጣ  ሀዘን  እፍረት እና ግራ መጋባት ነበር ","336"
"Sad","በትንሽ ሙት ያሳለፈችበት ጊዜ ሀሳቧን ከሀዘን ወደ ደስታ አዞረች ","337"
"Sad","በጣም ሰላምታ አልፎ አልፎ ፀጥ ያለ የሐዘን ሰዓት ነው  በእርግጥ ጥሩ ስቃይ አንዳንድ ጊዜ ትልቅ ምርት ይሰጣል","338"
"Sad","በሀዘን ስሜት ተሞልቷል ","339"
"Sad","በፀደይ ወቅት ዝናብ እንደተሸፈነ የፒር አበባዎች መርጨት እንደ የሀዘን እንባ","340"
"Sad","በእሷ ልምዶች ላይ የሀዘን ስሜት ","341"
"Sad","በዚህ ደረጃ ላይ የተለመዱ ምላሾች ሀዘን  ድብርት ቁጣ እና አጠቃላይ ጭንቀት ያካትታሉ ","342"
"Sad","እውነት ነው በሀዘን እና በጭንቀት ጊዜ ቃላት ከቁሳዊ አቅርቦቶች የበለጠ መጽናኛ ሊሆኑ ይችላሉ ","343"
"Sad","የፅንስ መጨንገፍ በሚከሰትበት ጊዜ ሴቶች በመደበኛነት ከሐዘን እስከ ቀጥታ ቁጣ ድረስ የተለያዩ ስሜቶች አሏቸው ","344"
"Sad","ብቸኝነት በሚሰማዎት ጊዜ ማዘን በተፈጥሮአዊ ቢሆንም ፣ የማያቋርጥ ሀዘን የድብርት ምልክት ሊሆን ይችላል ","345"
"Sad","ከሐዘን ጋር የተደባለቀ የቁጣ ስሜት ቢኖርዎት ፍጹም መደበኛ ይሆናሉ","346"
"Sad","ብቸኝነት በጣም የሚያሠቃይ ስሜት ሲሆን እንደ ሀዘን ፣ የጥፋተኝነት እና ጸጸት ያሉ ሌሎች ስሜቶችን ያነቃቃል","347"
"Sad","የባልደረባዎ ንዴት ወይም ሀዘን የኋላ ኋላ ምላሽን ጨምሮ ለከፋው እራስዎን ያዘጋጁ  ግን በውሳኔዎ ላይ ጸንተው ይቆዩ ","348"
"Sad","አንዴ ዜናውን ከሰሙ በኋላ ሀዘኗን ማንሳት ያስፈልጋት ይሆናል ","349"
"Sad","ሙዚቃ እና መጽሃፎችን በሚመርጡበት ጊዜ በሀዘኑ ላይ ማተኮር ያስፈልግዎታል ብለው አያስቡ ","350"
"Sad","በመጨረሻ እሱ የተጻፈው በአሳዛኝ እና ጨለማ በሆነ ሰዓት ውስጥ ነው ","351"
"Sad","እናቱ በጣም አዘኑ ","352"
"Sad","በጣም ማዘን ጀመረ ","353"
"Sad","ደስተኞች ስንሆን ሀሳባችን ብሩህ  እና ባለጌ ስንሆን እነሱ እንደሚያዝኑ ነገርኳት ","354"
"Sad","ፊቷ አዘነ ","355"
"Sad","እሷ ሁለቱም በሚያውቋቸው አገላለጽ  አሳቢ እና አሳዛኝ አገላለፅ እየተመለከቷቸው ነበር ","356"
"Sad","እሱ ደስተኛ እና በተመሳሳይ ጊዜ ሀዘን ተሰማው ","357"
"Sad","ደህና ነች ግን አሳዛኝ ነው ","358"
"Sad","እርስዎ የተተውንበት ቀን እንደገና እንደሚታደግ ሁሉ ይህ አሳዛኝ ቀን በእንባ እና ህመም ይመጣል ","359"
"Sad","ስትሄድ በማየታችን አዝነናል ","360"
"Sad","የአባቱን ድንገተኛ ሞት ለእርስዎ ስንገልፅ አዝነናል ","361"
"Sad","በጣም የሚያሳዝነው እውነታ ብዙ የማንነት ሌቦች በጭራሽ ኬላ ውስጥ መሰባበር የለባቸውም ","362"
"Sad","በእውነቱ ብዙውን ጊዜ አሳዛኝ ተብሎ የሚጠራው ከምድር ወለል በታች የሚገኘውን ቁጣ ነበር ","363"
"Sad","እኔ አሁን አሳዛኝ ሰው ነኝ እና በአንድ ጥግ ውስጥ ለቅሶ እሄዳለሁ ","364"
"Sad","በዚህ አሳዛኝ እና ሀዘን ቀን ልባችን ከእናንተ ጋር ነው ","365"
"Sad","ፎቶው የጣፋጭ ፋብሪካን ቅሪቶች ያሳያል - በጣም ያሳዝናል","366"
"Sad","በባለሙያ ጸሐፊው ብዙ አሳዛኝ ለውጦች መታለፍ አለባቸው ","367"
"Sad","የፖፕላር ሰው ዊሎው ለራሷ በጸጥታ አሳዛኝና አንጥረኛ የሆነ ዜማ ሲዘምር ሰማች ","368"
"Sad","በሕይወቷ ውስጥ ያንን አሳዛኝ ጊዜ እንደ እንባ ዘይቤያዊ ሸለቆ አስባለች ","369"
"Sad","ሁሉም ልጆች በአንድ ወይም በሌላ ጊዜ ሀዘን ወይም ዝቅተኛነት ስሜት ይሰማቸዋል ","370"
"Sad","የወላጅዎ መጠጣት ቁጣ ፣ ሐዘን ወይም ግድፈት እንዲሰማዎት ያደርግዎታልን","371"
"Sad","ምንም እንኳን ተረቶች ሁል ጊዜ አሰቃቂ እና አንዳንድ ጊዜ የሚያሳዝኑ ቢሆኑም  እንደዚህ ባሉ አስፈሪ ታሪኮች ከመመካት መታቀብ አይችሉም","372"
"Sad","ብዙ የራቭል አድናቂዎች የጫማ አምራቹ በ 2007 በመዘጋቱ   በጣም አዘኑ ","373"
"Sad","የእሷ የጭካኔ ቅጣት በአስፈሪ እና አሳዛኝ ድምጽ ተላልፉአል ","374"
"Sad","በጣም የሚያሳዝነው እውነታው  በዛሬው ጊዜ በተጨናነቀ ዓለም ውስጥ ብዙውን ጊዜ እኛ ለመመቻቸት ጤናን እንሰዋለን","375"
"Sad","የሚያሳዝነው እውነት አንዳንድ ሰዎች ከመጠን በላይ ክብደት ያላቸውን ሰዎች በስህተት አድልዎ ሲያደርጉ ቀጫጭን ሰዎች ግን ለየት ያለ አስተያየት ይሰጣቸዋል","376"
"Sad","ያ ሁኔታ የሚያሳዝን ከመሆኑ በተጨማሪ የጠፋው ፍቅር ወደ ቀብሩ ይመጣል ","377"
"Sad","መጠጥ  ብቻ የምትጠጣው ሴት በጣም አዘነች ","378"
"Sad","አሱ በሞት ሲለይ በጣም አዘንኩ","379"
"Sad","በእለቱ ያደረግነው የመጨረሻ ስብሰባ በጣም በሚያሳዝን ማስታወሻ ተጠናቀቀ","380"
"Sad","እርሱን ለሚገልጸው  ነገር ግድ ስልማይሰጣት በጣም ያሳዝናል","381"
"Sad","አሳዛኝ ትዝታዎችን እንደሚያመጣ ተናግሯል","382"
"Sad","ምናልባት ሀዘን ተስፋ ቢስ  ረዳት የሌለህ እና የጥፋተኝነት ስሜት ሊሰማህ ይችላል","383"
"Sad","ዝነኞችም ቢሆኑም የማንም ሰው ድንገተኛ ሞት የሚያሳዝን እና የሚያስደነግጥ ነው ","384"
"Sad","የሚያሳዝነው እውነታው ብዙ ትዳሮች የሚፈርሱ መሆናቸው እና በእውነቱ በጣም መራራ ማስታወሻ ላይ ማለቃቸው ነው","385"
"Sad","በትምህርት ቤት ስለ ወዳጅነት መጥፎ መሆን ከመቆጨት ይልቅ ራስዎን ለአዳዲስ ጓደኞች ይክፈቱ ","386"
"Sad","አልፎ አልፎ ከሚያዝኑ ቀናት አንስቶ እስከ ተስፋ አስቆራጭ  የመጎዳት ስሜት ድረስ ውስብስብ ሥሮች ያሉት የአእምሮ ህመም ነው ","387"
"Sad","በጣም ያሳዝነኛል ግን ያለእሷ አዳዲስ ጓደኞችን ማፍራት ይከብደኛል","388"
"Sad","የንግድ ሥራ ሲከሽፍ ማየት ሁልጊዜ ያሳዝናል  ግን ይህ ለገዢዎች ትልቅ ቁጠባ ማለት ሊሆን ይችላል ","389"
"Sad","ልጆች አንድ ወላጅ ስለ ሌላኛው ወላጅ መጥፎ ነገር ሲናገር ሲሰሙ ይጨነቃሉ እናም ያዝናሉ","390"
"Sad","ለመፋታት መወሰን ባልና ሚስቶች በአንድ ወቅት በፍቅር እንደነበሩ ስለሚያውቁ ሊያዝኑ ይችላሉ","391"
"Sad","ልጆችዎ ሲያዝኑ ማየት እና አንዳንድ የመንፈስ ጭንቀት ምልክቶችንም ሊያሳዩ ይችላሉ ","392"
"Sad"," ከእንግዲህ ወዲህ ስለማላየው ሁል ጊዜም አዝናለሁ ","393"
"Sad","ወላጆቻቸው መንትዮቹ በአንድ ክፍል ውስጥ ባለመሆናቸው በጣም ሲያዝኑ ማየት አልወደዱም ","394"
"Sad","በዚህ አሳዛኝ እና ሀዘን ቀን ልባችን ከእናንተ ጋር ነው","395"
"Sad","እኔ አሁን ያዘንኩ ሰው ነኝ እና አንድ ጥግ  ሄጄ አለቅሳለሁ ","396"
"Sad","በውጭ ሀገር ውስጥ  በገና ወቅት ሲታሰር ማሰቡ በእውነት አሳዝኖኛል ","397"
"Anger","በማስታወሻው ላይ በንዴት እየነደደ ነበር ","200"
"Anger","እንዳሰበች እንኳን ቁጣዋ ከርስታቸው ጋር ምንም ግንኙነት እንደሌለው ታውቅ ነበር ","201"
"Anger","ድምፁ ለስላሳ  ንዴት ድንገት ያለፈ ጊዜ ያለፈ ነገር ነበር ","202"
"Anger","ቁጣው በግልጽ ታይቷል ","203"
"Anger","ቁጣ እንደገና በፊቷ ላይ ታየ ","204"
"Anger","እርሷ ራቀች  ቁጣዋ በእሱ ላይ እየተንከባለለ ","205"
"Anger","በእሱ ላይ የተሰማችው ቁጣ ሳይሆን  ረሃብ ነበር  ","206"
"Anger","በፊቱ ላይ የሚታየው የቁጣ ገጽታ ቁጣዋን በፍርሃት ቀየረው ","207"
"Anger","የእሱ ቁጣ መሠረተ ቢስ ነበር ግን በአቀራረብ ዘዴው የተወሰኑ ጥፋቶችን መቀበል ነበረባት","208"
"Anger","በቁጣዋ መነሳት ሌላ ስሜት መጣ-የተቀበለችውን አንድ ሰው ጁሌን ስላገኘች ምስጋና ","209"
"Anger","በንዴት ተናወጠ  ሀዘን ፊቱን ሞላው ","210"
"Anger","በውስጧ ቁጣ እና ሽብር ነፈሰ ","211"
"Anger","በአልጋዋ ላይ ተኝታ  የተናደደ እና የተጎዳ ስሜት ተሰማት ","212"
"Anger","ቁጣውንም ሆነ ፀፀቱን እያየች ቀና ብላ ተመለከተችው ","213"
"Anger","ምክንያቱን ሳይረዳ ቁጣው ቀንሷል ","214"
"Anger","ቀና ብላ ተመለከተች ፍርሃት እና ቁጣ በእሷ ውስጥ ይንፀባርቃል ","215"
"Anger","የቁጣዋ ሙቀት ጠፋ  በፍርሃት ተተካ ","216"
"Anger","በጠላት ላይ የቁጣ ልብ ወለድ ስሜት የራሱን ሀዘን እንዲረሳው አደረገው ","217"
"Anger","የፍርሃት ስሜትን መንቀጥቀጥ ባለመቻሉ ቁጣው እስኪበርድ ድረስ ታገለው ","218"
"Anger","በፊቱ ላይ ባለው እርካታ ላይ ቁጣ በውስጧ ተቀሰቀሰ ","219"
"Anger","አለች በትንሽ ቁጣ ","220"
"Anger","ቁጣዋ ወደ አሳቢነት ተቀየረ ","221"
"Anger","ዝምታው ከቁጣው የከፋ ነበር ","222"
"Anger","የእሷ ሞቅነት እና ግልፅነት ከቁጣው ላይ ጠርዙን ለማንሳት በቂ መሣሪያ አስይዘውታል ","223"
"Anger","በድምፁ ውስጥ የታወቀ የቁጣ ማስታወሻ ነበር ","224"
"Anger","ከፊቱ የሚጠብቀውን ከመፍራት ይልቅ ከቁጣ በቀር ምንም አልተሰማውም ","225"
"Anger","ንዴት በእሷ በኩል ወጣ ","226"
"Anger","የመርሃግብሮች ዝርዝሮች ትናንት ማታ በተሸሸገ ማስታወሻ ውስጥ ብቅ ብለዋል  በፓርላማ አባላት ዘንድ ቁጣ ፈጠረ ","227"
"Anger","ከዛ ፍርሃት ጋር የተደባለቀ ቁጣ  ሀዘን  እፍረት እና ግራ መጋባት ነበር ","228"
"Anger","ግን ብዙውን ጊዜ ቁጣችን በራስ ወዳድነት ላይ የተመሠረተ ነው  ሀሳባችን መጥፎ ነው  ግድያም ጭምር ነው ","229"
"Anger","የቁጣ ጩኸት ድንገተኛ ይመስላል","230"
"Anger","አደጋ ላይ የወደቀውን ከፍተኛ ኢንቬስትሜንት ካየ በኋላ በቁጣ ከመጠን በላይ ምላሽ ሰጠ ","231"
"Anger","በውሳኔው በቁጣ ምላሽ የሰጠ ሲሆን ተከታታይ ተቃውሞዎችን ለመቀጠል አቅዷል ","232"
"Anger","በንዴት ምላሽ ይስጡ ","233"
"Anger","ቁጣውን እየነካው እሷን ተከትሏት ወጣ ","234"
"Anger","እሱ ምንም አላለም ፣ እና እየነደደ ያለውን ንዴቱን ተገነዘበች ","235"
"Anger","ቃላቶቹ በውስጡ የፈላውን ቁጣ ለማብረድ ምንም አላደረጉም ","236"
"Anger","እንባዋን እያባረረች ቁጣ ቆመች ","237"
"Anger","ሌሊቱ እየገፋ ሲሄድ ፍርሃቷ ቁጣ ሆነ ","238"
"Anger","ቁጣ እና ሌሎች ስሜቶች በውስጧ አደጉ ","239"
"Anger","የእርሱ ቁጣ ለማጭበርበር በጣም እውነተኛ ይመስላል","240"
"Anger","በድጋሜ በእሱ ላይ አተኮረች  ህመም እና ቁጣ በእይታዋ ","241"
"Anger","አስቸኳይነት በውስጣቸው ተነሳ  ከቁጣ ጋር ","242"
"Anger","ተስፋ እና ንዴት በእሷ በኩል ሮጡ  ሰውነቷ ከአስማትው በላይ ይንቀጠቀጣል ","243"
"Anger","በተቆጣጠራት የፊት ለፊት ገፅታ ቁጣ ነደደ ","244"
"Anger","እንደ ፀደይ እምቡጦች አረንጓዴ ንዴት በአይን ተሻገረ ","245"
"Anger","ተበሳጨች  በቁጣ እና በፍርሃት አበደች ","246"
"Anger","እኔ ብቻ የተማርኩት አስፈላጊ ከሆነው የራስ ወዳድነት ቁጣዬ የበለጠ ነው ","247"
"Anger","ንዴቱ እንደ ፍላጎቱ የበረታ ነበር ","248"
"Anger","ቁጣውን ተገነዘበች ","249"
"Anger","ንዴት ወደ እሱ ገባ","250"
"Anger","ወደ ሰሜን የሚሄደው በሰሜናዊው ሀገር ላይ ቁጣውን እንዲያጠፋ ተደረገ ","251"
"Anger","እሱ በቁጣውም ፈጣን ነው","252"
"Anger","ንዴቷ ወደ ሃፍረት ተለውጧል","253"
"Anger"," ሰውነቷን በቁጣ በመያዝ ፊቷን አፋጠጠችው ","254"
"Anger","በደሟ ውስጥ ንዴት ተቃጠለ ","255"
"Anger","እርሱ ዘወትር አይጮኽም ቁጣውንም ዝም አይለውም","256"
"Anger","በሰው ኃጢአት ላይ ቁጣ","257"
"Anger","የቁጣ አስተዳደር ችግሮች","258"
"Anger","ማንሻ በሚጠብቁ ሰዎች ላይ ቁጣ ይነሳል ","259"
"Anger","የሚያናድዷቸውን ሰዎች ጥፋት ለማግኘት ተጣጣሩ ","260"
"Anger","በቁጣ ተጣብቋል","261"
"Anger","የጽድቅ ቁጣ","262"
"Anger","ያልተጠበቀ ድንገተኛ.","263"
"Anger","ሴትዮዋን በጣም በመገረም አለቀሰች ","264"
"Anger","በእንደዚህ ዓይነት አስገራሚ አትመልከት ","265"
"Anger","በፀጥታ እንሂድ እና በድንገት እንውሰዳት ","266"
"Anger","ወንድሟን በመገረም ተመለከተች ","267"
"Anger","ዓይናፋር በሆነ ድንገተኛ ሁኔታ አየናት ","268"
"Anger","በመገረም ተመለከተው ","269"
"Anger","በተሳካ ሁኔታ እንደተስተካከለ አስገራሚ ነበር ","270"
"Anger","ለሁሉም የአገሬ ሰው ሲገርመው እርሱ ሙሉ የአገሬው ሰው አለባበስ ታየ ","271"
"Anger","እኔ እንደማስበው ይህ ለብዙ ሰዎች ደስ የማይል አስገራሚ ነገር ነው ","272"
"Anger","ብዙ ሰዎች የኖክ ኢሬተር የት እንደሚገዙ ማሰቡ አያስገርምም ","273"
"Anger","እሱ በውስጣቸው የሟቾችን መናፍስት  የተገደሉ ሰዎችን የተናደዱ ነፍሳትን ይመለከታል","274"
"Anger","ከገንዘብ ቀውስ ጋር በተፈጠረው ውዝግብ ውስጥ ገብቷል ","275"
"Anger","የተናደደ ክርክር መጽሐፉን አጥለቀለቀው ","276"
"Anger","የተበሳጨችው ለተሰማት ትክክለኛ ቃል አልነበረም ","277"
"Anger","ተርቤያለሁ አልተናደድኩም ","278"
"Anger","አስራ አንድ የተናደዱ ወንዶች እና አንድ ጎበዝ ጌዘር ","279"
"Anger","የተናደደ ይመስላል ","280"
"Anger","በንዴት ተናደች እነሱን እንደምታጠፋቸው ቃል ገባች ","281"
"Anger","ግን በትክክል በዚህ ትክክለኛ ጊዜ እርሱ በራሱ ላይ በጣም በመመረሩ ተቆጣ ","282"
"Anger","የተናገሩ ሰዎች በብዙ ጉዳዮች ላይ በጣም ተቆጡ ","283"
"Anger","እኔ በራሴ ላይ በጣም ተቆጥቼ እዚያ እና ከዚያ ለመተው ፈልጌ ነበር  ግን አንዲ ታላቅ ነበር ","284"
"Anger","የቁጣ ቁጣዎች","285"
"Anger","የተቆጣ ቁስል","286"
"Anger","ከክለቡ አባላት የተናደደ ተቃውሞ","287"
"Anger","ለምን እንደተቆጣህ በእርጋታ ለማብራራት ሞክር","288"
"Anger","በእነዚህ ችግሮች ላይ ሁለታችንም መቆጣት የለብንም","289"
"Anger","መተየቤን ማቆም አለብኝ አሁን በጣም ተቆጥቻለሁ","290"
"Anger","ክርክሩ የተራዘመ ሲሆን በመጨረሻም በቁጣ ተነሳ","291"
"Anger","አባትህ ከተናደደ የእኔን ቅርፊት አመድ ያደርገዋል ፣ ሥጋዬንም ወደ ሻርኮች ይጥላል","292"
"Anger","ጠንከር ያለ እና የተናደደ ፊት ካሳየህ እሱ እንዲሁ ያደርጋል","293"
"Anger","ይህ ደብዳቤ ጥቂት የተናደደ የጠለፋ ነጥቦችን ማንሳቱ አያስገርምም ","294"
"Anger","ስለ እቅዴ ለአለቃው ስነግረው ተቆጥቶ እምቢ አለ ","295"
"Anger","ከዚያም የተናደደው ህዝብ ሁለቱን ባለሥልጣናት ለብዙ ማይሎች አሳደዳቸው ","296"
"Anger","የቀኝ ክንፍ ሥነ-ምግባር አራማጆች  ልክ ዛሬ ማታ እዚህ እንደነበሩት  ግንኙነታችንን ሲያበላሹ ሳይ እበሳጫለሁ ","297"
